id	filename	md5	size	state
007a5378-9e0a-45a7-8f2f-18a3a01c940b	007a5378-9e0a-45a7-8f2f-18a3a01c940b/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.cfb548c7-9550-4de9-87b9-f0f4919d60c0.txt	a7511f5ca5f17bc5bb49810c5a3bfcfc	6198	validated
05b139f5-a640-4736-b1bc-07a2b079233d	05b139f5-a640-4736-b1bc-07a2b079233d/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.4c56b96b-33b0-41d3-a924-cc089926e109.txt	94898fc2e8d63528c47988ac58571597	5884	validated
070366aa-5a4c-4869-9946-470142564fac	070366aa-5a4c-4869-9946-470142564fac/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.221815cf-2428-45c0-abb1-cf5e4d9f72b1.txt	b3d01853b52aea37906de595ac5484a4	5958	validated
0880ae72-d610-405e-83eb-dedb896a1fea	0880ae72-d610-405e-83eb-dedb896a1fea/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.61048bc0-ecba-4207-a066-148a097dcd8b.txt	a3db8c48e687d243baf3323a59c481d5	5933	validated
0967737d-8440-4e6b-ad93-ad330dc167d3	0967737d-8440-4e6b-ad93-ad330dc167d3/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.66be4003-2f4d-4e44-a92a-12a3fb5b781a.txt	c8c6411ca44a2fd84c1fcf7f9080fc72	6009	validated
096ab7da-d564-4804-9d10-3b1b22880517	096ab7da-d564-4804-9d10-3b1b22880517/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.12342d39-e405-4bea-b5d7-cb5c2c432049.txt	d7e48c619b87c61506c63cfd2b41cdb8	6068	validated
09ba52fd-dc4b-478e-a3c3-d797fa8e4638	09ba52fd-dc4b-478e-a3c3-d797fa8e4638/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.9809e8f6-2c4f-4206-a674-b104ad1d9a81.txt	854a2092eb86a042ffd8d19d3144d63f	6063	validated
0b3b0aca-e7f3-4f69-a732-065287e8221f	0b3b0aca-e7f3-4f69-a732-065287e8221f/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.5c259e4a-4f44-410b-bd65-443cbb36853b.txt	306a454d77db4c86451267a046797beb	6232	validated
0b7b1b6d-01cc-4357-b34f-e9eec769dd67	0b7b1b6d-01cc-4357-b34f-e9eec769dd67/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.524304ce-dd99-4b59-b379-7cc2da965112.txt	fcef57a29b5717cb407cbab12808ad04	6207	validated
0c1d7efc-1a3c-4c0f-89c5-711455fb752a	0c1d7efc-1a3c-4c0f-89c5-711455fb752a/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.09e53e65-996f-4acf-875b-3734e1c290d5.txt	998d006407d3d1690747a0cf707703c6	6071	validated
0c89f5d1-a805-4dbd-ba9b-899639c4dc30	0c89f5d1-a805-4dbd-ba9b-899639c4dc30/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.694947b3-aa7e-4ae1-b843-bc8a9e4e1a1f.txt	89dcf2abe19f863cf92b70557c1dc93b	6196	validated
0cc887e1-12e4-4368-b26f-9c8df1eb3292	0cc887e1-12e4-4368-b26f-9c8df1eb3292/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.3166696a-a000-4194-a5cd-45e54777385d.txt	5a8a1ddcd8380c9f975ab84f47880c75	5956	validated
0d2e8a56-a3e8-4bda-bb8f-cfdc5d8c5fe2	0d2e8a56-a3e8-4bda-bb8f-cfdc5d8c5fe2/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.39559258-6e2b-4ddc-86a9-679697fda21a.txt	8e7d59f2305dbbcda2f58618f75eca1d	6143	validated
0d985c72-ac8a-4a58-9ffd-46cdf701b7c2	0d985c72-ac8a-4a58-9ffd-46cdf701b7c2/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.52bca262-417c-4391-90ec-649367f28c45.txt	be85b33f87aa51c54c1a98b8fd570db6	6166	validated
0dba67af-ce3d-470b-ab3f-66f63cdb491a	0dba67af-ce3d-470b-ab3f-66f63cdb491a/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.3a8b14d1-5fac-4df5-8513-59e772079799.txt	23caed0370c04601373a4b6751844328	6331	validated
0df484fe-b7d7-47be-aa02-e90b2e2a2efe	0df484fe-b7d7-47be-aa02-e90b2e2a2efe/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.4CAF8CC6-2E1F-4001-A397-1CD47FE0CB1D.txt	68b672ed22ff448f26a9d9e84f2c1545	5987	validated
0eb0529d-f887-4b59-a0ed-992b230660b7	0eb0529d-f887-4b59-a0ed-992b230660b7/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.0d1dc196-0aac-401b-b52a-1f7fa6c3eb51.txt	78e2acc09b76acc94af1e81ac50cba58	6093	validated
106bef1c-3ec0-4177-bbbf-b3185b42e77a	106bef1c-3ec0-4177-bbbf-b3185b42e77a/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.347c73c7-4af8-401a-a1ef-41f512704cce.txt	9fbb056c923551328b9f0c46613b440a	5861	validated
107e4df0-23ef-48b8-ad2a-d81e3b228904	107e4df0-23ef-48b8-ad2a-d81e3b228904/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.72d033c7-fd16-4b1f-995e-f59b2014962f.txt	2be6727dd44726933543b96d43cd7942	6191	validated
10b6f57d-ee6a-41d1-9227-b6c3d141f9ea	10b6f57d-ee6a-41d1-9227-b6c3d141f9ea/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.ac952e7d-aecb-4e22-9d4f-3395a89d4e3a.txt	5c6f639b6c4039995c5180363e18d058	6057	validated
1375061d-8033-4896-98a1-467db012fb80	1375061d-8033-4896-98a1-467db012fb80/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.b2a01b49-6377-485e-bfbd-3a744e11b6d0.txt	3abf9f5ca6fb5309298c61b5ad5b99b7	6117	validated
13a6c51c-3076-4686-ab39-f9c605d15aaf	13a6c51c-3076-4686-ab39-f9c605d15aaf/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.d215d723-4a1f-4b41-8e9d-9a724c7f0245.txt	6a0f6deb8150128507f726773da68cc7	5873	validated
14acfcc5-d521-4f25-89a0-8543c0f56bc8	14acfcc5-d521-4f25-89a0-8543c0f56bc8/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.5BD4BB75-40E1-4D13-8057-044485C1CF24.txt	e4882a70eabd80d1ae5ebf3d5177b851	5770	validated
1564c3e2-3f5d-4a66-8715-99aa234f7e4e	1564c3e2-3f5d-4a66-8715-99aa234f7e4e/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.1f36a259-0057-4dd8-a4d6-fe0d3993530e.txt	6f37883ddff0cb091de0f3ccfdd8226a	5980	validated
16426b31-344c-4523-ba1f-8a83bff81dcd	16426b31-344c-4523-ba1f-8a83bff81dcd/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.F4E96626-904E-482F-BA28-4842696437E6.txt	647ac5be7b352953e834e3242b1d1c2e	5930	validated
18b745f7-1c49-4c44-a0fb-876419477c86	18b745f7-1c49-4c44-a0fb-876419477c86/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.4a786726-1236-4490-a84b-6bd984724463.txt	16c72d25da9edc4505075f71a9ae203d	5829	validated
18e765a7-289f-4ad7-9b98-d7c327b27c41	18e765a7-289f-4ad7-9b98-d7c327b27c41/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.0fb2e38a-f102-4701-a5fb-6e67edef949c.txt	722e72410bc616ab3cf84eb87eecacba	6195	validated
1e9f9882-49da-42e4-82e3-4cd49f8025be	1e9f9882-49da-42e4-82e3-4cd49f8025be/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.c7e2c38f-276c-4ccf-ba2b-0ae4bdfa10da.txt	0f30479e019b93c3b2f02eaa8d185399	6004	validated
1ff5ad5c-3ec9-4632-bafb-16216b0111ff	1ff5ad5c-3ec9-4632-bafb-16216b0111ff/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.065f5fe1-6fdc-4ee6-9faa-3db372a9f8fe.txt	b883c8029082e4bb477a54f6018a4f32	5945	validated
210e7fa3-ed40-485e-907c-7344710e979e	210e7fa3-ed40-485e-907c-7344710e979e/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.bdffd7fb-2e88-48c7-a450-9f2860566dd0.txt	a877fef66e90aaa08f84b9eca1d9b17e	6114	validated
22c98503-6981-4cbf-b45a-74c2abcc961e	22c98503-6981-4cbf-b45a-74c2abcc961e/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.a385b9fa-2e8e-43c7-a70a-a25c7db5c2ee.txt	0082390eae543fb757e5e58350994f8e	5971	validated
